order_id,order_date,ship_date,customer_id,region,product_category,product_name,quantity,unit_price,discount,revenue,profit
388,2023-10-23,2023-10-26,662,West,Furniture,Desk,8,425.0,0.1,3060.0,547.91
601,2022-01-29,2022-01-31,1121,East,Technology,Printer,5,300.0,0.0,1500.0,452.02
316,2023-05-13,2023-05-15,364,East,Office Supplies,Folder,7,2.0,0.0,14.0,2.71
14,2024-06-02,2024-06-03,1824,East,Technology,Laptop,2,1200.0,0.13,2088.0,646.44
242,2023-01-10,2023-01-15,1032,East,Technology,Mouse,4,49.0,0.0,196.0,36.84
777,2022-03-19,2022-03-21,124,South,Furniture,Desk,9,425.0,0.0,3825.0,1125.6
1370,2022-11-17,2022-11-19,913,West,Office Supplies,Envelope,11,0.75,0.15,7.01,1.52
565,2023-01-21,2023-01-24,1598,Central,Technology,Mouse,6,25.0,0.14,129.0,34.39
898,2024-02-18,2024-02-23,504,East,Office Supplies,Envelope,13,0.75,0.0,9.75,1.54
1364,2024-06-22,2024-06-28,1239,East,Office Supplies,Stapler,11,8.5,0.0,93.5,23.29
92,2022-05-02,2022-05-03,143,East,Technology,Laptop,4,1500.0,0.0,6000.0,1078.43
1391,2024-12-18,2024-12-20,1495,Central,Office Supplies,Folder,13,2.0,0.0,26.0,6.43
956,2024-09-12,2024-09-17,1301,East,Furniture,Bookshelf,1,220.0,0.16,184.8,32.94
1479,2023-11-06,2023-11-11,1945,Central,Office Supplies,Stapler,4,8.5,0.0,34.0,8.07
1452,2022-06-11,2022-06-12,1929,West,Furniture,Table,1,380.0,0.08,349.6,60.17
509,2023-04-27,2023-05-02,1416,West,Furniture,Cabinet,8,300.0,0.03,2328.0,451.61
776,2024-12-06,2024-12-11,399,West,Furniture,Table,9,380.0,0.0,3420.0,920.03
1967,2022-12-29,2023-01-03,123,South,Office Supplies,Pen,12,3.0,0.0,36.0,12.43
35,2023-06-04,2023-06-06,591,Central,Furniture,Chair,6,180.0,0.19,874.8,209.81
206,2022-06-14,2022-06-15,305,East,Office Supplies,Marker,4,3.25,0.21,10.27,2.95
1105,2024-05-30,2024-06-04,1214,East,Office Supplies,Notebook,8,6.0,0.06,45.12,11.64
1956,2023-07-22,2023-07-27,1211,East,Furniture,Couch,9,950.0,0.1,7695.0,1921.22
1586,2022-09-29,2022-10-01,580,East,Furniture,Chair,3,90.0,0.12,237.6,38.71
1896,2024-05-30,2024-05-31,301,South,Furniture,Cabinet,9,300.0,0.0,2700.0,482.92
1412,2023-09-04,2023-09-07,1874,East,Technology,Laptop,2,1100.0,0.0,2200.0,718.55
1026,2023-11-07,2023-11-09,936,South,Furniture,Table,11,520.0,0.0,5720.0,1327.23
1022,2024-02-26,2024-02-27,943,Central,Office Supplies,Paper,7,12.0,0.0,84.0,22.92
1414,2024-06-29,2024-07-04,819,West,Technology,Monitor,11,300.0,0.0,3300.0,-843.63
566,2023-02-09,,246,East,Office Supplies,Folder,4,2.0,0.0,8.0,1.81
1130,2022-05-07,2022-05-08,1582,West,Office Supplies,Paper,9,12.0,0.0,108.0,24.58
1796,2024-07-13,2024-07-19,1875,Central,Office Supplies,Notebook,13,6.0,0.13,67.86,17.72
1846,2022-08-03,2022-08-04,1427,Central,Furniture,Bookshelf,10,220.0,0.0,2200.0,392.1
1501,2023-12-21,2023-12-24,555,East,Technology,Monitor,9,230.0,0.0,2070.0,470.83
703,2023-11-27,2023-11-28,515,Central,Furniture,Chair,7,180.0,0.0,1260.0,301.64
402,2023-09-13,2023-09-16,1006,West,Furniture,Chair,5,180.0,0.0,900.0,312.32
730,2022-08-15,2022-08-20,1178,East,Office Supplies,Folder,6,2.0,0.16,10.08,2.22
1580,2022-11-27,2022-11-30,333,South,Technology,Printer,4,300.0,0.0,1200.0,334.7
162,2022-11-30,2022-12-05,2,East,Office Supplies,Stapler,12,8.5,0.01,100.98,17.92
202,2022-11-09,2022-11-14,576,West,Office Supplies,Pen,10,1.5,0.0,15.0,2.45
1982,2024-09-14,2024-09-17,1231,East,Technology,Mouse,10,25.0,0.18,205.0,66.48
996,2023-10-08,2023-10-10,1275,East,Furniture,Desk,10,450.0,0.02,4410.0,1306.01
270,2022-01-19,2022-01-23,1478,West,Furniture,Cabinet,10,300.0,0.12,2640.0,563.64
1887,2023-02-17,2023-02-18,1476,East,Office Supplies,Pen,12,1.5,0.0,18.0,4.52
816,2023-02-18,2023-02-24,1366,East,Office Supplies,Notebook,12,6.0,0.21,56.88,10.08
1295,2022-03-23,2022-03-27,604,West,Furniture,Bookshelf,1,220.0,0.0,220.0,64.12
456,2022-12-30,2022-12-31,321,Central,Furniture,Bookshelf,5,220.0,0.11,979.0,160.62
1486,2024-05-07,2024-05-08,230,West,Furniture,Chair,2,138.15286624203821,0.0,180.0,54.25
1751,2024-01-23,2024-01-28,1857,East,Technology,Laptop,11,1500.0,0.0,16500.0,4279.56
1276,2024-09-03,2024-09-04,1208,South,Technology,Laptop,9,1100.0,0.04,9504.0,1955.64
1017,2022-06-22,2022-06-28,1351,South,Technology,Mouse,7,25.0,0.25,131.25,42.33
1726,2022-09-29,2022-09-30,1595,West,Office Supplies,Folder,12,2.0,0.0,24.0,8.33
296,2024-10-23,2024-10-26,85,South,Technology,Monitor,8,150.0,0.0,1200.0,241.04
1749,2022-06-02,2022-06-06,1659,East,Office Supplies,Envelope,8,0.75,0.0,6.0,1.87
720,2023-08-21,2023-08-24,234,East,Technology,Monitor,9,300.0,0.22,2106.0,631.87
1773,2022-06-24,2022-06-30,109,West,Office Supplies,Stapler,8,8.5,0.0,68.0,20.36
338,2022-04-16,2022-04-17,1444,East,Office Supplies,Stapler,9,8.5,0.0,76.5,26.12
879,2024-06-02,2024-06-08,214,Central,Furniture,Desk,7,425.0,0.19,2409.75,595.99
1077,2024-02-11,2024-02-16,1430,East,Technology,Laptop,9,1100.0,0.1,8910.0,2537.87
792,2023-07-17,2023-07-20,757,West,Furniture,Table,11,520.0,0.05,5434.0,1710.49
1946,2023-05-05,2023-05-08,721,Central,Office Supplies,Paper,10,12.0,0.0,120.0,29.51
217,2024-03-07,2024-03-09,1025,Central,Office Supplies,Envelope,15,0.75,0.0,11.25,2.77
764,2024-04-10,2024-04-11,1652,South,Office Supplies,Folder,3,2.0,0.24,4.56,0.97
188,2022-10-28,2022-11-02,919,East,Furniture,Chair,4,90.0,0.13,313.2,95.89
380,2022-08-30,2022-09-02,581,West,Furniture,Cabinet,7,300.0,0.21,1659.0,476.53
493,2022-05-10,2022-05-13,931,South,Furniture,Desk,11,450.0,0.09,4504.5,1082.11
1065,2022-06-23,2022-06-28,559,South,Office Supplies,Paper,10,12.0,0.08,110.4,25.82
1181,2024-12-22,2024-12-28,23,East,Office Supplies,Paper,9,12.0,0.0,108.0,17.77
15,2024-08-31,2024-09-06,1108,East,Furniture,Desk,3,450.0,0.0,1350.0,204.26
1837,2022-01-19,2022-01-20,726,West,Technology,Monitor,4,230.0,0.25,690.0,176.49
65,2022-01-11,2022-01-13,1325,South,Office Supplies,Notebook,14,6.0,0.0,84.0,19.61
1881,2023-07-14,2023-07-17,1350,West,Furniture,Couch,7,950.0,0.0,6650.0,-2056.23
1863,2024-02-17,2024-02-19,98,South,Technology,Laptop,8,1200.0,0.0,9600.0,2481.9
521,2023-11-03,2023-11-09,1885,South,Office Supplies,Paper,9,12.0,0.13,93.96,31.7
1368,2024-11-16,2024-11-22,1654,South,Technology,Printer,6,350.0,0.04,2016.0,381.48
1153,2024-08-16,2024-08-20,1821,East,Technology,Laptop,9,1100.0,0.0,9900.0,3445.5
648,2024-04-15,2024-04-16,1614,South,Office Supplies,Notebook,11,6.0,0.0,66.0,13.83
1496,2024-01-15,2024-01-19,1698,South,Office Supplies,Marker,13,3.25,0.05,40.14,11.18
1087,2023-07-27,2023-07-31,780,South,Office Supplies,Marker,15,3.25,0.0,48.75,12.21
1163,2023-09-21,2023-09-25,1538,Central,Furniture,Couch,7,950.0,0.0,6650.0,1475.74
1523,2023-09-02,2023-09-03,1250,East,Technology,Printer,8,300.0,0.12,2112.0,375.64
593,2023-09-17,2023-09-18,105,Central,Office Supplies,Notebook,8,6.0,0.0,48.0,8.49
392,2023-08-13,2023-08-18,1101,East,Office Supplies,Notebook,3,6.0,0.0,18.0,5.26
1699,2022-06-30,2022-07-02,1854,West,Office Supplies,Folder,3,2.0,0.01,5.94,-1.34
419,2024-02-15,2024-02-17,1254,Central,Technology,Monitor,6,230.0,0.0,1380.0,472.32
289,2022-04-12,2022-04-17,1291,West,Furniture,Desk,2,450.0,0.0,900.0,193.62
379,2024-09-19,2024-09-24,1463,South,Technology,Monitor,8,280.0,0.0,2240.0,776.62
1797,2024-06-20,2024-06-26,889,West,Office Supplies,Marker,3,3.25,0.12,8.58,1.64
1514,2022-11-27,2022-12-01,776,West,Furniture,Desk,2,425.0,0.1,765.0,130.48
231,2024-11-28,2024-12-03,1247,West,Technology,Mouse,8,25.0,0.0,200.0,42.5
1018,2024-12-22,2024-12-25,1097,West,Furniture,Table,6,430.0,0.19,2089.8,683.61
41,2024-07-04,2024-07-06,1582,East,Technology,Mouse,10,49.0,0.09,445.9,113.42
1052,2023-10-23,2023-10-28,1349,Central,Office Supplies,Stapler,4,8.5,0.25,25.5,4.52
135,2023-03-21,2023-03-24,93,East,Furniture,Cabinet,2,300.0,0.05,570.0,108.58
201,2024-08-29,2024-09-01,513,East,Technology,Laptop,11,1200.0,0.0,13200.0,2801.73
1864,2022-07-27,2022-07-30,1538,East,Technology,Monitor,7,230.0,0.15,1368.5,366.8
780,2024-04-16,2024-04-22,1529,West,Office Supplies,Paper,7,12.0,0.0,84.0,18.18
930,2023-07-29,2023-08-04,1133,East,Furniture,Couch,5,950.0,0.02,4655.0,1393.76
1057,2023-04-27,2023-04-30,728,Central,Furniture,Bookshelf,8,220.0,0.0,1760.0,480.94
1072,2023-05-20,2023-05-26,1693,East,Office Supplies,Envelope,14,0.75,0.18,8.61,2.8
503,2022-12-02,2022-12-06,822,South,Technology,Monitor,7,150.0,0.0,1050.0,262.7
407,2024-09-25,2024-09-28,708,West,Furniture,Chair,9,180.0,0.0,1620.0,350.3
1598,2022-09-02,2022-09-06,848,South,Technology,Monitor,4,150.0,0.25,450.0,157.16
1752,2023-07-17,2023-07-21,1828,Central,Office Supplies,Marker,12,3.25,0.0,39.0,8.62
805,2024-03-19,2024-03-22,1206,Central,Technology,Printer,4,300.0,0.2,960.0,226.29
99,2023-07-07,2023-07-09,1394,Central,Furniture,Cabinet,2,300.0,0.0,600.0,187.1
684,2022-05-29,2022-06-01,1421,Central,Furniture,Chair,3,180.0,0.0,540.0,90.57
1896,2024-05-30,2024-06-02,301,East,Furniture,Table,1,380.0,0.0,380.0,86.37
726,2023-11-29,2023-12-05,132,West,Office Supplies,Notebook,3,6.0,0.0,18.0,3.01
2011,2022-11-10,2022-11-13,807,Central,Furniture,Chair,7,135.0,0.14,812.7,144.55
1571,2023-12-15,2023-12-17,302,South,Technology,Mouse,5,19.0,0.12,83.6,12.62
961,2022-11-03,2022-11-09,943,Central,Office Supplies,Envelope,5,0.75,0.21,2.96,0.45
1763,2024-02-02,2024-02-03,681,West,Office Supplies,Folder,9,2.0,0.0,18.0,4.07
613,2024-08-02,2024-08-03,79,South,Office Supplies,Envelope,16,0.75,0.0,12.0,3.74
1967,2022-12-29,2023-01-02,123,South,Office Supplies,Notebook,4,6.0,0.23,18.48,4.94
1486,2024-05-07,2024-05-11,230,South,Furniture,Cabinet,3,300.0,0.0,900.0,249.28
643,2022-12-26,2022-12-28,921,East,Office Supplies,Pen,3,1.5,0.25,3.38,0.86
1793,2024-01-29,2024-02-03,1924,Central,Office Supplies,Marker,10,3.25,0.1,29.25,9.18
1029,2022-09-22,2022-09-23,320,East,Office Supplies,Paper,4,12.0,0.0,48.0,15.65
1242,2024-06-17,2024-06-21,1578,South,Technology,Printer,7,350.0,0.0,2450.0,783.87
503,2022-12-02,2022-12-03,822,East,Office Supplies,Folder,13,2.0,0.0,26.0,8.12
767,2024-02-02,2024-02-04,476,East,Furniture,Table,9,430.0,0.25,2902.5,541.44
398,2023-09-29,2023-10-01,1191,East,Furniture,Chair,6,135.0,0.0,810.0,217.71
871,2023-09-03,2023-09-08,1728,Central,Office Supplies,Pen,4,3.0,0.04,11.52,3.07
795,2024-07-10,2024-07-15,581,South,Office Supplies,Envelope,4,0.75,0.06,2.82,0.72
393,2023-05-24,2023-05-30,441,South,Office Supplies,Marker,11,3.25,0.0,35.75,8.8
207,2022-06-05,2022-06-07,1391,Central,Office Supplies,Marker,12,3.25,0.0,39.0,6.55
1039,2022-11-30,2022-12-04,222,East,Furniture,Table,8,430.0,0.02,3371.2,574.56
1882,2024-01-15,2024-01-16,1467,East,Office Supplies,Folder,16,2.0,0.07,29.76,9.83
1578,2023-09-12,2023-09-15,1185,West,Furniture,Desk,9,450.0,0.0,4050.0,1117.95
892,2023-03-23,2023-03-28,66,West,Office Supplies,Stapler,6,8.5,0.19,41.31,8.36
1485,2023-02-13,2023-02-16,740,West,Furniture,Desk,4,450.0,0.0,1800.0,370.55
1715,2023-12-03,2023-12-07,869,Central,Office Supplies,Folder,4,2.0,0.0,8.0,2.18
1599,2023-03-26,2023-03-31,930,South,Technology,Mouse,10,19.0,0.21,150.1,34.73
864,2024-12-16,2024-12-19,1090,West,Office Supplies,Envelope,3,0.75,0.0,2.25,0.54
743,2024-12-14,2024-12-18,500,South,Office Supplies,Notebook,12,6.0,0.0,72.0,11.67
1265,2022-03-05,2022-03-06,1115,South,Office Supplies,Pen,15,1.5,0.19,18.23,3.24
564,2023-05-25,2023-05-29,1207,South,Office Supplies,Marker,6,3.25,0.0,19.5,4.46
1021,2023-09-25,2023-10-01,1532,Central,Office Supplies,Notebook,12,6.0,0.16,60.48,-17.54
96,2022-01-09,2022-01-14,774,Central,Office Supplies,Envelope,12,0.75,0.0,9.0,1.44
1924,2024-12-06,2024-12-08,1024,Central,Office Supplies,Pen,13,3.0,0.13,33.93,7.36
1758,2024-10-21,2024-10-22,1007,Central,Technology,Monitor,8,280.0,0.0,2240.0,647.39
485,2023-07-15,2023-07-18,42,West,Furniture,Couch,2,950.0,0.18,1558.0,480.5
1431,2022-08-23,2022-08-28,1037,East,Technology,Printer,11,350.0,0.1,3465.0,651.57
231,2024-11-28,2024-11-30,1247,East,Furniture,Cabinet,8,300.0,0.0,2400.0,711.11
749,2023-08-17,2023-08-21,1939,East,Furniture,Bookshelf,1,220.0,0.21,173.8,59.28
1679,2023-07-07,2023-07-09,1392,West,Furniture,Table,1,380.0,0.0,380.0,125.92
1195,2024-07-02,2024-07-07,1443,East,Technology,Mouse,4,25.0,0.17,83.0,25.55
541,2022-05-29,2022-06-03,1353,West,Office Supplies,Stapler,9,8.5,0.13,66.55,19.47
1060,2023-04-25,2023-05-01,1089,West,Office Supplies,Stapler,11,8.5,0.0,93.5,18.42
525,2023-04-12,2023-04-18,287,West,Office Supplies,Marker,7,3.25,0.0,22.75,6.3
1184,2023-11-10,2023-11-12,1314,East,Furniture,Couch,2,950.0,0.22,1482.0,412.97
1863,2024-02-17,2024-02-21,98,South,Technology,Monitor,7,150.0,0.0,1050.0,242.93
1723,2022-08-01,2022-08-03,310,East,Furniture,Chair,11,135.0,0.0,1485.0,369.18
1267,2022-09-03,2022-09-08,1685,East,Technology,Monitor,2,280.0,0.0,560.0,161.73
1110,2023-08-25,2023-08-30,1831,Central,Furniture,Table,9,430.0,0.06,3637.8,1238.38
1820,2024-10-11,2024-10-14,595,West,Furniture,Cabinet,9,300.0,0.0,2700.0,564.47
578,2023-05-12,2023-05-18,700,South,Office Supplies,Marker,5,3.25,0.0,16.25,3.24
682,2024-02-19,2024-02-22,1257,Central,Furniture,Cabinet,8,300.0,0.0,2400.0,648.87
557,2024-02-07,2024-02-08,483,South,Office Supplies,Paper,13,12.0,0.0,156.0,27.48
1598,2022-09-02,2022-09-07,848,South,Furniture,Table,4,520.0,0.1,1872.0,498.9
1977,2022-09-13,2022-09-16,135,West,Furniture,Table,3,520.0,0.0,1560.0,261.72
1013,2023-10-24,2023-10-26,1968,East,Furniture,Couch,1,950.0,0.0,950.0,235.71
646,2023-04-08,2023-04-14,946,West,Office Supplies,Envelope,7,0.75,0.0,5.25,1.44
796,2022-02-18,2022-02-24,917,West,Technology,Monitor,11,230.0,0.19,2049.3,336.13
1052,2023-10-23,2023-10-27,1349,Central,Furniture,Chair,4,180.0,0.0,720.0,137.8
1644,2023-12-19,2023-12-21,1041,West,Technology,Monitor,1,280.0,0.0,280.0,60.78
1580,2022-11-27,2022-12-01,333,East,Office Supplies,Notebook,12,6.0,0.0,72.0,16.11
1364,2024-06-22,2024-06-25,1239,South,Office Supplies,Stapler,10,8.5,0.0,85.0,24.24
1822,2023-05-15,2023-05-16,464,West,Office Supplies,Envelope,10,0.75,0.0,7.5,1.92
1982,2024-09-14,2024-09-16,1231,South,Furniture,Desk,8,425.0,0.12,2992.0,677.45
1355,2022-04-21,2022-04-23,1951,West,Furniture,Cabinet,3,300.0,0.0,900.0,216.12
1664,2024-08-04,2024-08-06,661,South,Technology,Monitor,6,150.0,0.22,702.0,107.12
1530,2023-03-10,2023-03-14,1355,West,Office Supplies,Folder,14,2.0,0.0,28.0,8.51
1372,2023-03-13,2023-03-16,781,Central,Technology,Laptop,7,1500.0,0.09,9555.0,1511.61
1497,2023-10-27,2023-10-29,33,South,Furniture,Chair,9,135.0,0.0,1215.0,383.77
1255,2022-04-14,2022-04-16,1238,West,Furniture,Desk,5,425.0,0.0,2125.0,548.67
190,2022-10-14,2022-10-20,1419,West,Technology,Laptop,9,1200.0,0.09,9828.0,2511.68
1249,2022-12-25,2022-12-26,836,Central,Furniture,Table,6,380.0,0.22,1778.4,517.36
1409,2023-09-25,2023-10-01,577,Central,Furniture,Cabinet,10,300.0,0.0,3000.0,965.74
1401,2024-10-14,2024-10-20,1885,Central,Furniture,Table,10,430.0,0.12,3784.0,1280.99
1307,2024-11-02,2024-11-03,943,South,Office Supplies,Marker,12,3.25,0.13,33.93,8.78
1982,2024-09-14,2024-09-17,1231,South,Office Supplies,Stapler,6,8.5,0.08,46.92,8.45
633,2023-03-12,2023-03-18,399,Central,Office Supplies,Marker,15,3.25,0.0,48.75,15.88
628,2022-05-28,2022-05-31,277,East,Technology,Monitor,1,280.0,0.0,280.0,44.28
973,2022-09-29,2022-10-05,1954,East,Furniture,Cabinet,1,300.0,0.0,300.0,93.44
1769,2023-08-05,2023-08-10,262,West,Technology,Laptop,10,1500.0,0.0,15000.0,4291.26
1283,2024-03-30,2024-03-31,864,East,Office Supplies,Notebook,7,6.0,0.07,39.06,12.93
1383,2023-10-22,2023-10-28,160,West,Technology,Laptop,3,1500.0,0.0,4500.0,1482.72
710,2022-05-16,2022-05-21,362,South,Furniture,Couch,5,950.0,0.16,3990.0,640.92
1480,2023-01-22,2023-01-26,111,South,Office Supplies,Envelope,7,0.75,0.03,5.0925,1.38
1435,2023-06-17,2023-06-22,1876,East,Furniture,Chair,1,180.0,0.22,140.4,24.56
649,2022-06-18,2022-06-20,217,South,Office Supplies,Marker,16,3.25,0.0,52.0,8.62
318,2024-06-09,2024-06-15,427,Central,Office Supplies,Stapler,10,8.5,0.0,85.0,20.37
1701,2023-12-01,2023-12-06,566,Central,Technology,Laptop,5,1500.0,0.19,6075.0,1029.83
1249,2022-12-25,2022-12-28,836,East,Office Supplies,Notebook,7,6.0,0.0,42.0,12.41
1843,2023-01-26,2023-01-30,1615,East,Furniture,Desk,9,450.0,0.05,3847.5,1322.72
1258,2022-06-14,2022-06-20,999,West,Furniture,Couch,8,950.0,0.17,6308.0,1664.79
684,2022-05-29,2022-05-31,1421,South,Technology,Mouse,1,31.47142857142857,0.0,25.0,4.93
664,2024-02-22,2024-02-27,273,West,Technology,Monitor,3,280.0,0.0,840.0,267.66
1999,2022-03-10,2022-03-14,1153,West,Technology,Laptop,7,1100.0,0.0,7700.0,2468.78
1851,2024-11-18,2024-11-24,1816,Central,Furniture,Cabinet,1,300.0,0.0,300.0,88.97
1398,2022-12-20,2022-12-24,1663,Central,Office Supplies,Pen,3,1.5,0.0,4.5,1.23
1696,2024-05-26,2024-05-28,581,Central,Technology,Laptop,5,1200.0,0.15,5100.0,1650.15
1632,2024-02-29,2024-03-05,613,Central,Furniture,Bookshelf,9,220.0,0.0,1980.0,361.66
1496,2024-01-15,2024-01-19,1698,West,Technology,Mouse,6,49.0,0.0,294.0,98.88
1257,2024-02-01,2024-02-05,787,Central,Office Supplies,Paper,12,12.0,0.05,136.8,46.44
1716,2023-06-21,2023-06-22,1136,South,Furniture,Chair,2,180.0,0.0,360.0,116.78
1137,2023-03-21,2023-03-25,1264,Central,Furniture,Cabinet,11,300.0,0.0,3300.0,660.44
1854,2023-07-23,2023-07-24,1416,Central,Office Supplies,Stapler,11,8.5,0.07,86.96,27.97
1521,2023-09-08,2023-09-13,195,Central,Technology,Laptop,6,1200.0,0.0,7200.0,1796.6
442,2023-03-29,2023-04-04,1869,East,Furniture,Chair,5,180.0,0.0,900.0,242.09
564,2023-05-25,2023-05-31,1207,South,Office Supplies,Stapler,7,8.5,0.1,53.55,17.04
